sample	tool	mode	stage	started_at	finished_at	wall_seconds	user_seconds	sys_seconds	max_rss_gb	io_input_mb	io_output_mb	command	exit_code
cami_ii_mousegut	tama		run	2025-10-25T00:58:54Z	2025-10-25T00:58:55Z	0.170	0.120	0.050	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_tama.sh --sample cami_ii_mousegut --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --threads 8	1
cami_ii_mousegut	squeezemeta		run	2025-10-25T00:58:55Z	2025-10-25T00:58:55Z	0.210	0.130	0.080	0.013	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_squeezemeta.sh --sample cami_ii_mousegut --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --threads 8	0
cami_ii_mousegut	squeezemeta		eval	2025-10-25T00:58:55Z	2025-10-25T00:59:06Z	10.910	9.850	1.060	0.926	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_ii_mousegut --tool squeezemeta --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_mousegut/squeezemeta/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/truth_profile.tsv --pred-contigs  --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --paf  --threads 8	0
cami_ii_mousegut	megapath_nano		run	2025-10-25T00:59:06Z	2025-10-25T00:59:06Z	0.010	0.000	0.010	0.004	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_megapath_nano.sh --sample cami_ii_mousegut --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --threads 8	1
cami_ii_marine	hymet		run	2025-10-25T00:59:06Z	2025-10-25T01:02:08Z	181.690	140.630	35.520	7.456	0.346	13.739	/mnt/HC_Volume_103721442/HYMET/bench/run_hymet.sh --sample cami_ii_marine --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --threads 8 --out /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_marine/hymet	0
cami_ii_marine	hymet		eval	2025-10-25T01:02:08Z	2025-10-25T01:02:26Z	18.400	20.860	2.480	1.132	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_ii_marine --tool hymet --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_marine/hymet/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_marine/hymet/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --paf /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_marine/hymet/resultados.paf --threads 8	0
cami_ii_marine	kraken2		run	2025-10-25T01:02:26Z	2025-10-25T01:02:57Z	30.100	1.910	14.730	10.857	11.724	0.007	/mnt/HC_Volume_103721442/HYMET/bench/run_kraken2.sh --sample cami_ii_marine --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --threads 8	0
cami_ii_marine	kraken2		eval	2025-10-25T01:02:57Z	2025-10-25T01:03:09Z	12.660	13.170	1.600	0.926	0.001	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_ii_marine --tool kraken2 --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_marine/kraken2/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_marine/kraken2/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --paf  --threads 8	0
cami_ii_marine	centrifuge		run	2025-10-25T01:03:09Z	2025-10-25T01:03:12Z	2.460	2.450	1.330	0.571	0.970	0.003	/mnt/HC_Volume_103721442/HYMET/bench/run_centrifuge.sh --sample cami_ii_marine --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --threads 8	1
cami_ii_marine	ganon2		run	2025-10-25T01:03:12Z	2025-10-25T01:03:13Z	1.370	3.920	0.340	0.102	0.081	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_ganon2.sh --sample cami_ii_marine --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --threads 8	0
cami_ii_marine	ganon2		eval	2025-10-25T01:03:13Z	2025-10-25T01:03:26Z	12.270	12.600	1.660	0.926	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_ii_marine --tool ganon2 --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_marine/ganon2/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_marine/ganon2/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --paf  --threads 8	0
cami_ii_marine	viwrap		run	2025-10-25T01:03:26Z	2025-10-25T01:03:26Z	0.100	0.060	0.040	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_viwrap.sh --sample cami_ii_marine --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --threads 8	1
cami_ii_marine	tama		run	2025-10-25T01:03:26Z	2025-10-25T01:03:26Z	0.180	0.120	0.060	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_tama.sh --sample cami_ii_marine --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --threads 8	1
cami_ii_marine	squeezemeta		run	2025-10-25T01:03:26Z	2025-10-25T01:03:26Z	0.200	0.120	0.070	0.013	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_squeezemeta.sh --sample cami_ii_marine --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --threads 8	0
cami_ii_marine	squeezemeta		eval	2025-10-25T01:03:26Z	2025-10-25T01:03:37Z	10.970	9.990	0.980	0.925	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_ii_marine --tool squeezemeta --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_marine/squeezemeta/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/truth_profile.tsv --pred-contigs  --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --paf  --threads 8	0
cami_ii_marine	megapath_nano		run	2025-10-25T01:03:37Z	2025-10-25T01:03:37Z	0.010	0.000	0.000	0.004	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_megapath_nano.sh --sample cami_ii_marine --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --threads 8	1
cami_ii_strainmadness	hymet		run	2025-10-25T01:03:38Z	2025-10-25T01:06:34Z	176.320	136.610	35.700	7.265	0.311	13.386	/mnt/HC_Volume_103721442/HYMET/bench/run_hymet.sh --sample cami_ii_strainmadness --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --threads 8 --out /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_strainmadness/hymet	0
cami_ii_strainmadness	hymet		eval	2025-10-25T01:06:34Z	2025-10-25T01:06:52Z	18.050	20.890	2.510	1.151	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_ii_strainmadness --tool hymet --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_strainmadness/hymet/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_strainmadness/hymet/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --paf /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_strainmadness/hymet/resultados.paf --threads 8	0
cami_ii_strainmadness	kraken2		run	2025-10-25T01:06:52Z	2025-10-25T01:07:24Z	31.740	1.240	16.380	10.832	11.716	0.004	/mnt/HC_Volume_103721442/HYMET/bench/run_kraken2.sh --sample cami_ii_strainmadness --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --threads 8	0
cami_ii_strainmadness	kraken2		eval	2025-10-25T01:07:24Z	2025-10-25T01:07:36Z	12.330	12.670	1.730	0.926	0.001	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_ii_strainmadness --tool kraken2 --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_strainmadness/kraken2/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_strainmadness/kraken2/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --paf  --threads 8	0
cami_ii_strainmadness	centrifuge		run	2025-10-25T01:07:36Z	2025-10-25T01:07:39Z	2.540	2.140	1.340	0.571	0.970	0.002	/mnt/HC_Volume_103721442/HYMET/bench/run_centrifuge.sh --sample cami_ii_strainmadness --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --threads 8	1
cami_ii_strainmadness	ganon2		run	2025-10-25T01:07:39Z	2025-10-25T01:07:40Z	1.430	3.650	0.380	0.102	0.081	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_ganon2.sh --sample cami_ii_strainmadness --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --threads 8	0
cami_ii_strainmadness	ganon2		eval	2025-10-25T01:07:40Z	2025-10-25T01:07:53Z	12.420	13.230	1.530	0.925	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_ii_strainmadness --tool ganon2 --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_strainmadness/ganon2/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_strainmadness/ganon2/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --paf  --threads 8	0
cami_ii_strainmadness	viwrap		run	2025-10-25T01:07:53Z	2025-10-25T01:07:53Z	0.130	0.090	0.040	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_viwrap.sh --sample cami_ii_strainmadness --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --threads 8	1
cami_ii_strainmadness	tama		run	2025-10-25T01:07:53Z	2025-10-25T01:07:53Z	0.170	0.100	0.060	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_tama.sh --sample cami_ii_strainmadness --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --threads 8	1
cami_ii_strainmadness	squeezemeta		run	2025-10-25T01:07:53Z	2025-10-25T01:07:53Z	0.200	0.120	0.070	0.013	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_squeezemeta.sh --sample cami_ii_strainmadness --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --threads 8	0
cami_ii_strainmadness	squeezemeta		eval	2025-10-25T01:07:53Z	2025-10-25T01:08:04Z	10.800	9.790	1.010	0.925	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_ii_strainmadness --tool squeezemeta --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_strainmadness/squeezemeta/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/truth_profile.tsv --pred-contigs  --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --paf  --threads 8	0
cami_ii_strainmadness	megapath_nano		run	2025-10-25T01:08:04Z	2025-10-25T01:08:04Z	0.010	0.000	0.000	0.004	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_megapath_nano.sh --sample cami_ii_strainmadness --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --threads 8	1
